image_id,path,question,answer,difficulty
6157GiHRZlL,b3/b311a8d4.jpg,What material comprises the handkerchief?,Cotton,0
6157GiHRZlL,b3/b311a8d4.jpg,What is the total number of handkerchiefs per pack?,Seven,0
6157GiHRZlL,b3/b311a8d4.jpg,What color are the handkerchiefs?,White,0
6157GiHRZlL,b3/b311a8d4.jpg,Where can you find this brand?,Amazon,0
6157GiHRZlL,b3/b311a8d4.jpg,What is the unit of measurement of the handkerchief dimensions?,Centimeters,2
818+bKzIagL,6c/6c5443f8.jpg,What color is the upholstery?,Brown,1
818+bKzIagL,6c/6c5443f8.jpg,What is the chair's width in inches?,Thirty-seven,1
818+bKzIagL,6c/6c5443f8.jpg,What material is the frame made of?,Hardwood,0
818+bKzIagL,6c/6c5443f8.jpg,How many years is the warranty?,Three,0
818+bKzIagL,6c/6c5443f8.jpg,What type of foam are the cushions made of?,Memory,1
815ukHc2F1L,7c/7c4fb282.jpg,What material is the back case made of?,Hard,1
815ukHc2F1L,7c/7c4fb282.jpg,Which phone is the cover designed for?,VIVO,0
815ukHc2F1L,7c/7c4fb282.jpg,What feature does the cover have for the screen?,Bezel,1
815ukHc2F1L,7c/7c4fb282.jpg,What is described as easy?,Access,0
815ukHc2F1L,7c/7c4fb282.jpg,What attribute is the design considered to be?,Stylish,0
71WKcMBYaDL,01/015aca5e.jpg,What character icon is depicted?,Skull,1
71WKcMBYaDL,01/015aca5e.jpg,Which brand is the phone case designed for?,Xiaomi,0
71WKcMBYaDL,01/015aca5e.jpg,What is a material the case has cutouts for?,Audio,0
71WKcMBYaDL,01/015aca5e.jpg,What is one description of the design?,Stylish,1
71WKcMBYaDL,01/015aca5e.jpg,What color is the background on the right side of the case?,Red,3
71oQSVmPrOL,5d/5d0d4ed4.jpg,What phone model is the case designed for?,Y81i,0
71oQSVmPrOL,5d/5d0d4ed4.jpg,What is the case's material?,Hard,2
71oQSVmPrOL,5d/5d0d4ed4.jpg,How does the case allow access to buttons?,Cutouts,5
71oQSVmPrOL,5d/5d0d4ed4.jpg,What characteristic describes the appearance?,Stylish,1
71oQSVmPrOL,5d/5d0d4ed4.jpg,What lifts the camera off flat surfaces?,Bezel,1
71AzvsLETdL,21/21e27300.jpg,What brand phone is this case designed for?,Samsung,0
71AzvsLETdL,21/21e27300.jpg,What shape are the cutouts for buttons?,Perfect,0
71AzvsLETdL,21/21e27300.jpg,What material provides access to volume?,Cutouts,0
71AzvsLETdL,21/21e27300.jpg,What is the cover's described appearance?,Stylish,2
71AzvsLETdL,21/21e27300.jpg,What type of bezel is featured?,Raised,0
61EXdyLT83L,ff/ffe4596a.jpg,What color is the phone case?,Pink,0
61EXdyLT83L,ff/ffe4596a.jpg,What brand is the phone case for?,Micromax,0
61EXdyLT83L,ff/ffe4596a.jpg,What type of design is described?,Stylish,2
61EXdyLT83L,ff/ffe4596a.jpg,What is the case designed to lift off the surface?,Camera,0
61EXdyLT83L,ff/ffe4596a.jpg,What is the listed warranty?,,0
714DPxY+CHL,30/303db92d.jpg,What is the outer material?,Mesh,0
714DPxY+CHL,30/303db92d.jpg,What closure type is shown?,Slip,0
714DPxY+CHL,30/303db92d.jpg,What is the toe style?,Round,1
714DPxY+CHL,30/303db92d.jpg,Which entity provides the warranty?,Manufacturer,1
714DPxY+CHL,30/303db92d.jpg,How many days is the warranty?,Ninety,0
71xsBeFmhQL,6f/6f671dc9.jpg,What is the construction material?,Pine,0
71xsBeFmhQL,6f/6f671dc9.jpg,What is the shape of the table?,Oval,1
71xsBeFmhQL,6f/6f671dc9.jpg,"How many shelves does the table have, including the top?",Two,0
71xsBeFmhQL,6f/6f671dc9.jpg,How many inches wide is the table?,Thirty,0
71xsBeFmhQL,6f/6f671dc9.jpg,What is the warranty duration in years?,One,0
815BNt-H3VL,a0/a0622904.jpg,What brand is the phone case designed for?,Motorola,0
815BNt-H3VL,a0/a0622904.jpg,What generation Moto is the case designed for?,Third,1
815BNt-H3VL,a0/a0622904.jpg,What material is the case made of?,Hard,0
815BNt-H3VL,a0/a0622904.jpg,What is one port the case has a cutout for?,Audio,1
815BNt-H3VL,a0/a0622904.jpg,What is the design described as?,Stylish,1
91ipzi6PKuL,11/11c67cd5.jpg,What is the primary color of the edging?,Brown,0
91ipzi6PKuL,11/11c67cd5.jpg,What is the shape of the object on the roll?,Circle,0
91ipzi6PKuL,11/11c67cd5.jpg,What is the quantity of stakes visible?,Three,0
91ipzi6PKuL,11/11c67cd5.jpg,What is the likely material composition of the edging?,Plastic,0
91ipzi6PKuL,11/11c67cd5.jpg,What landscape feature is this edging commonly used for?,Garden,0
81+z61ZhfrL,39/39cbcc2a.jpg,What kind of animal is on the phone case?,Unicorn,0
81+z61ZhfrL,39/39cbcc2a.jpg,What color is the background of the phone case?,Black,3
81+z61ZhfrL,39/39cbcc2a.jpg,Which brand phone is compatible with this case?,Samsung,1
81+z61ZhfrL,39/39cbcc2a.jpg,What shape is also printed on the case?,Heart,0
81+z61ZhfrL,39/39cbcc2a.jpg,How many cut-outs are mentioned in the product description?,Two,1
61mtkzzVRbL,58/58b5a07e.jpg,What color is the slipper?,Black,0
61mtkzzVRbL,58/58b5a07e.jpg,What material is the upper made of?,Suede,0
61mtkzzVRbL,58/58b5a07e.jpg,What type of sole does the slipper have?,Rubber,0
61mtkzzVRbL,58/58b5a07e.jpg,What type of closure is on the slipper?,Slip,0
61mtkzzVRbL,58/58b5a07e.jpg,What is the lining made of?,Fur,0
71JbV+jSfiL,fa/fa6a99a8.jpg,What flower color is prominent?,Pink,0
71JbV+jSfiL,fa/fa6a99a8.jpg,What brand is the mobile case designed for?,Lenovo,0
71JbV+jSfiL,fa/fa6a99a8.jpg,What material is the case made from?,Hard,0
71JbV+jSfiL,fa/fa6a99a8.jpg,What does the design express?,Personality,1
71JbV+jSfiL,fa/fa6a99a8.jpg,What is lifted off flat surfaces?,Camera,0
61ODfGpQ2tL,fa/fafe6091.jpg,What creature is pictured on the case?,Panda,0
61ODfGpQ2tL,fa/fafe6091.jpg,What color is the phone case?,Pink,0
61ODfGpQ2tL,fa/fafe6091.jpg,Which phone is this case designed for?,Nokia,1
61ODfGpQ2tL,fa/fafe6091.jpg,How many rows of panda drawings are there?,Three,0
61ODfGpQ2tL,fa/fafe6091.jpg,What features have cut-outs?,Buttons,1
710VimlE1ML,2c/2caeed85.jpg,What material is the pan made of?,Steel,0
710VimlE1ML,2c/2caeed85.jpg,What shape are the pans?,Round,1
710VimlE1ML,2c/2caeed85.jpg,What is the smaller pan's diameter in inches?,Eight,2
710VimlE1ML,2c/2caeed85.jpg,What is the handle's material?,Stainless,3
710VimlE1ML,2c/2caeed85.jpg,"To what temperature is the pan oven safe, in degrees?",500,1
51ktQi5NPHL,0d/0d85c67a.jpg,What color is the charger?,White,0
51ktQi5NPHL,0d/0d85c67a.jpg,What type of connector is visible on the charger's front?,USB,0
51ktQi5NPHL,0d/0d85c67a.jpg,How many prongs can be seen on the plug?,Two,0
51ktQi5NPHL,0d/0d85c67a.jpg,What is the apparent texture of the charger's surface?,Smooth,0
51ktQi5NPHL,0d/0d85c67a.jpg,What shape is the overall device?,Rectangular,0
8111odob2fL,2d/2dbc5c5e.jpg,What is the main material used for the shoe's exterior?,Canvas,1
8111odob2fL,2d/2dbc5c5e.jpg,What is the warranty duration in days?,Ninety,0
8111odob2fL,2d/2dbc5c5e.jpg,What style of toe does the shoe have?,Round,1
8111odob2fL,2d/2dbc5c5e.jpg,What is the shoe's primary intended lifestyle?,Casual,1
8111odob2fL,2d/2dbc5c5e.jpg,What type of closure is used for the shoe?,Lace-Up,1
71GJo9io9TL,01/01dc1867.jpg,What is the design of the case?,Geometric,0
71GJo9io9TL,01/01dc1867.jpg,What phone is the case compatible with?,Samsung,1
71GJo9io9TL,01/01dc1867.jpg,What part is raised to protect the camera?,Bezel,0
71GJo9io9TL,01/01dc1867.jpg,What ports have cutouts?,Charging,1
71GJo9io9TL,01/01dc1867.jpg,What feature does the design express?,Personality,0
919aivxgVnL,b5/b5f69d3e.jpg,What flavor is the bath bomb?,Pomegranate,1
919aivxgVnL,b5/b5f69d3e.jpg,What company sells the bath bomb?,Wholefoods,0
919aivxgVnL,b5/b5f69d3e.jpg,Where is this product made?,USA,0
919aivxgVnL,b5/b5f69d3e.jpg,What measurement is listed on the package?,Weight,1
919aivxgVnL,b5/b5f69d3e.jpg,What liquid is needed to use this?,Water,0
