image_id,path,question,answer,difficulty
81duX-6eMDL,cd/cdefa595.jpg,What is the primary color displayed?,Blue,0
81duX-6eMDL,cd/cdefa595.jpg,What item might typically use this covering?,Mattress,0
81duX-6eMDL,cd/cdefa595.jpg,What shape is suggested by the corner?,Square,0
81duX-6eMDL,cd/cdefa595.jpg,What is the implied texture?,Smooth,3
81duX-6eMDL,cd/cdefa595.jpg,What room is this most likely found in?,Bedroom,3
717RrHbUDWL,59/59188588.jpg,What material is the outer part of the shoe made of?,PU,0
717RrHbUDWL,59/59188588.jpg,What is the warranty period in days?,Ninety,0
717RrHbUDWL,59/59188588.jpg,What type of closure does the shoe have?,Lace-up,0
717RrHbUDWL,59/59188588.jpg,What is the heel type of the shoe?,Flats,1
717RrHbUDWL,59/59188588.jpg,What toe style does the shoe feature?,Round,2
81IZqnVjLNL,d6/d6a50cdd.jpg,Which phone model is this case for?,M21,1
81IZqnVjLNL,d6/d6a50cdd.jpg,What is the case made to snuggly fit?,Phone,0
81IZqnVjLNL,d6/d6a50cdd.jpg,What style of design does the case have?,Stylish,2
81IZqnVjLNL,d6/d6a50cdd.jpg,What color is the pattern on the case?,White,2
81IZqnVjLNL,d6/d6a50cdd.jpg,What feature protects the screen and camera?,Bezel,0
81gyvslce+L,21/21a9ec2f.jpg,Which phone model is this case designed for?,M21,0
81gyvslce+L,21/21a9ec2f.jpg,What material does the design resemble?,Wood,3
81gyvslce+L,21/21a9ec2f.jpg,What feature is highlighted by the blue circle?,Camera,5
81gyvslce+L,21/21a9ec2f.jpg,How does the case protect the screen?,Bezel,5
81gyvslce+L,21/21a9ec2f.jpg,How are external features accessible?,Cutouts,0
71WiahtDXeL,8e/8e2af54f.jpg,What type of tea is in the bag?,Pu'Er,1
71WiahtDXeL,8e/8e2af54f.jpg,What word describes the tea's vanilla bean notes?,Subtle,1
71WiahtDXeL,8e/8e2af54f.jpg,Which brand is listed on the package?,Allegro,2
71WiahtDXeL,8e/8e2af54f.jpg,What certification is indicated by the green seal?,USDA,0
71WiahtDXeL,8e/8e2af54f.jpg,How many ounces of tea are in the bag?,0.75,0
81pUqqzgTSL,db/dbce5b17.jpg,What is the stitching pattern?,Diamond,0
81pUqqzgTSL,db/dbce5b17.jpg,What is the seat height?,Nineteen,0
