image_id,path,question,answer,difficulty
71EPhvVTaCL,cc/cc07edc2.jpg,What kind of cheese is this?,Pepper,5
71EPhvVTaCL,cc/cc07edc2.jpg,What is the name of the cheese brand?,Belly,3
71EPhvVTaCL,cc/cc07edc2.jpg,What is the net weight in ounces?,Eight,1
71EPhvVTaCL,cc/cc07edc2.jpg,What animal is pictured on the package?,Cow,0
71EPhvVTaCL,cc/cc07edc2.jpg,What flavor is the cheese?,Jack,0
A1CeonpBzXL,9a/9abf0c48.jpg,What material are the legs made of?,Synthetic,0
A1CeonpBzXL,9a/9abf0c48.jpg,What is the approximate height of the ottoman?,Eighteen,1
A1CeonpBzXL,9a/9abf0c48.jpg,What shape is the main structure of the ottoman?,Cube,0
A1CeonpBzXL,9a/9abf0c48.jpg,"Besides sitting, what other function does it offer?",Storage,0
A1CeonpBzXL,9a/9abf0c48.jpg,How many dimensions are given for its size?,Three,0
71Yu2ffiafL,bd/bdab9d66.jpg,What pattern is on the bedding?,Stripes,0
71Yu2ffiafL,bd/bdab9d66.jpg,What color is the wood?,Brown,1
71Yu2ffiafL,bd/bdab9d66.jpg,What item is behind the pillow?,Headboard,0
71Yu2ffiafL,bd/bdab9d66.jpg,What is the shape of the pillow?,Square,0
71Yu2ffiafL,bd/bdab9d66.jpg,What is the primary color of the stripes?,Blue,0
81I8A4OnAzL,69/696a5f80.jpg,What cereal is poha made from?,Rice,1
81I8A4OnAzL,69/696a5f80.jpg,What word describes the type of packaging used?,Hygienic,2
81I8A4OnAzL,69/696a5f80.jpg,What is the brand name?,Vedaka,0
81I8A4OnAzL,69/696a5f80.jpg,What material is the scoop made of?,Wood,0
81I8A4OnAzL,69/696a5f80.jpg,What preparation is served with coconut?,Theek,1
61ubRGRJ2pL,a7/a75646d8.jpg,What word is printed at the top?,Nappies,3
61ubRGRJ2pL,a7/a75646d8.jpg,What animal is shown on the packaging?,Bear,0
61ubRGRJ2pL,a7/a75646d8.jpg,What color is the lower portion of the package?,Green,0
61ubRGRJ2pL,a7/a75646d8.jpg,What size is indicated on the package?,Four,0
61ubRGRJ2pL,a7/a75646d8.jpg,What is the brand name on the package?,Mamabear,0
91YcxSpLMXL,8d/8d6579d6.jpg,What texture is the chair's back?,Mesh,1
91YcxSpLMXL,8d/8d6579d6.jpg,How many wheels are visible?,Five,0
91YcxSpLMXL,8d/8d6579d6.jpg,What color is the chair's frame?,Black,0
91YcxSpLMXL,8d/8d6579d6.jpg,What is the seat's softness like?,Padded,0
91YcxSpLMXL,8d/8d6579d6.jpg,What arm style is featured?,Curved,0
81C1aArjHHL,a0/a0580466.jpg,What is the primary color of the blanket?,Blue,1
81C1aArjHHL,a0/a0580466.jpg,What geometrical shape does the blanket resemble?,Square,1
81C1aArjHHL,a0/a0580466.jpg,What material is the blanket likely made from?,Fleece,0
81C1aArjHHL,a0/a0580466.jpg,In what orientation is the blanket laid?,Diagonal,1
81C1aArjHHL,a0/a0580466.jpg,What might be the function of this item?,Warmth,2
81i70GFJZML,11/11fa04b8.jpg,Which brand is the mobile case designed for?,Samsung,0
81i70GFJZML,11/11fa04b8.jpg,What type of surface does the case lift the screen off?,Flat,0
81i70GFJZML,11/11fa04b8.jpg,What material is the back cover made of?,Hard,0
81i70GFJZML,11/11fa04b8.jpg,What number appears in the product description?,Three,1
81i70GFJZML,11/11fa04b8.jpg,What feature is meant to express personality?,Design,2
815a9RQBtaL,f3/f3279a2b.jpg,What is the apparent color of the bag?,Navy,1
815a9RQBtaL,f3/f3279a2b.jpg,What kind of bag is pictured?,Fanny,1
815a9RQBtaL,f3/f3279a2b.jpg,What is the orientation of the object in the image?,Horizontal,0
815a9RQBtaL,f3/f3279a2b.jpg,What appears on the lower-right side of the bag?,Logo,0
