image_id,path,question,answer,difficulty
71gAWokovnL,dd/dd285707.jpg,What material is the bottom layer made of?,Polyurethane,0
71gAWokovnL,dd/dd285707.jpg,What shape is the vase next to the bed?,Elongated,0
71gAWokovnL,dd/dd285707.jpg,How many pillows are visible on the bed?,Four,0
71gAWokovnL,dd/dd285707.jpg,What fabric makes up the top layer?,Cotton,1
71gAWokovnL,dd/dd285707.jpg,What characteristic describes the fit of the mattress cover?,Snug,0
61GrdbLRhvL,5f/5f7520a4.jpg,What type of product is contained?,Aminos,0
61GrdbLRhvL,5f/5f7520a4.jpg,What is the weight in ounces?,7.29,0
61GrdbLRhvL,5f/5f7520a4.jpg,What is the primary flavor?,Fruit,1
61GrdbLRhvL,5f/5f7520a4.jpg,How many servings are included?,Thirty,0
61GrdbLRhvL,5f/5f7520a4.jpg,Who is the target consumer?,Adults,0
91w7P19MylL,34/3470642b.jpg,What color are the interior stripes?,Blue,1
91w7P19MylL,34/3470642b.jpg,What size is the hip band?,Large,0
91w7P19MylL,34/3470642b.jpg,What brand is on the band?,AmazonBasics,1
91w7P19MylL,34/3470642b.jpg,What material makes up the band?,Fabric,5
91w7P19MylL,34/3470642b.jpg,How many bands are in a pack?,One,0
A1X7W6rFt4L,3d/3d92a0a4.jpg,What color are the flag stripes?,Golden,5
A1X7W6rFt4L,3d/3d92a0a4.jpg,How many points do the stars have?,Five,2
A1X7W6rFt4L,3d/3d92a0a4.jpg,What shape resembles the stripes?,Rectangle,1
A1X7W6rFt4L,3d/3d92a0a4.jpg,What is the orientation of the flag?,Horizontal,0
A1X7W6rFt4L,3d/3d92a0a4.jpg,What does the flag generally represent?,Nation,1
71QkvM5Vm4L,53/532f736a.jpg,What brand phone does this case fit?,Xiaomi,0
71QkvM5Vm4L,53/532f736a.jpg,What material is the case made of?,Hard,1
71QkvM5Vm4L,53/532f736a.jpg,What is the cover's style?,Stylish,0
71QkvM5Vm4L,53/532f736a.jpg,What type of buttons does the phone case have?,Volume,1
71QkvM5Vm4L,53/532f736a.jpg,What feature protects the screen?,Bezel,1
71uHIlSvLYL,c6/c66ea944.jpg,What flavor are the brownies?,Chocolate,1
71uHIlSvLYL,c6/c66ea944.jpg,What number is included in the brand name?,365,0
71uHIlSvLYL,c6/c66ea944.jpg,What pattern dots the package?,Confetti,0
71uHIlSvLYL,c6/c66ea944.jpg,What size are the brownies?,Two-bite,0
71uHIlSvLYL,c6/c66ea944.jpg,What certification label is visible?,NON-GMO,0
81cTWDvUSgL,4d/4d0dff93.jpg,What is the color of the headboard?,Cream,0
81cTWDvUSgL,4d/4d0dff93.jpg,How wide is the headboard?,Ninety-two,1
81cTWDvUSgL,4d/4d0dff93.jpg,What is the frame made of?,Plywood,1
81cTWDvUSgL,4d/4d0dff93.jpg,How many minutes does it take to assemble?,Fifteen,5
81cTWDvUSgL,4d/4d0dff93.jpg,How long is the warranty?,Three,0
71w-QxPmPTL,da/da3de8fb.jpg,What are these items designed to hold?,Rods,0
71w-QxPmPTL,da/da3de8fb.jpg,What is the material of the brackets?,Steel,3
71w-QxPmPTL,da/da3de8fb.jpg,What is the extended dimension's width?,2.3,0
71w-QxPmPTL,da/da3de8fb.jpg,What unit is used for the diameter specification?,Inch,0
71w-QxPmPTL,da/da3de8fb.jpg,How many mounting brackets are there?,Two,0
81geUculRvL,1a/1a4baf61.jpg,What variety of coffee is listed?,Arabica,0
81geUculRvL,1a/1a4baf61.jpg,What color is most of the bag?,Brown,0
81geUculRvL,1a/1a4baf61.jpg,What is the brand name?,Solimo,0
81geUculRvL,1a/1a4baf61.jpg,"Arabica""?",Four,0
81geUculRvL,1a/1a4baf61.jpg,What certification is present?,UTZ,2
81tKaWbwtyL,15/15f358a6.jpg,What coating is on the metal legs?,Powder,5
81tKaWbwtyL,15/15f358a6.jpg,What is the shape of the tabletops?,Oval,0
81tKaWbwtyL,15/15f358a6.jpg,What is the height of the legs?,Fifteen,1
81tKaWbwtyL,15/15f358a6.jpg,What is the material of the tops?,Fiberboard,0
81tKaWbwtyL,15/15f358a6.jpg,What is the warranty period?,Year,1
41XD+ZYSLTL,13/13ec65dd.jpg,What is the depicted product's color?,Orange,1
41XD+ZYSLTL,13/13ec65dd.jpg,What is the function of this product?,Protection,1
41XD+ZYSLTL,13/13ec65dd.jpg,What material are the earplugs likely made of?,Foam,0
41XD+ZYSLTL,13/13ec65dd.jpg,How many earplugs are pictured?,Two,0
41XD+ZYSLTL,13/13ec65dd.jpg,What is the brand name of the product?,AmazonBasics,0
91PQB5ObArL,38/38ebaf67.jpg,What is the height of the ottoman?,Nineteen,0
91PQB5ObArL,38/38ebaf67.jpg,What material are the legs made of?,Wood,1
91PQB5ObArL,38/38ebaf67.jpg,What color finish are the legs?,Walnut,0
91PQB5ObArL,38/38ebaf67.jpg,How long is the warranty?,Three,2
91PQB5ObArL,38/38ebaf67.jpg,How long does assembly take?,Minutes,1
71ukqvIcQNL,e7/e7deb693.jpg,What is the color of the item covering the mattress?,White,0
71ukqvIcQNL,e7/e7deb693.jpg,What is the shape of the mattress?,Rectangular,0
71ukqvIcQNL,e7/e7deb693.jpg,What is the upper material composed of?,Padding,1
71ukqvIcQNL,e7/e7deb693.jpg,What color is the accent edging?,Blue,1
71ukqvIcQNL,e7/e7deb693.jpg,What is the covering resting upon?,Bedframe,0
718UntgGwmL,7f/7f222d31.jpg,What is the heel type?,Wedge,1
718UntgGwmL,7f/7f222d31.jpg,What color is the shoe?,Yellow,0
718UntgGwmL,7f/7f222d31.jpg,What shape is the buckle?,Circle,0
718UntgGwmL,7f/7f222d31.jpg,What material covers most of the shoe's upper?,Suede,0
718UntgGwmL,7f/7f222d31.jpg,What texture is on the heel?,Braided,0
71zyVQYoKFL,61/6151955a.jpg,What material is the base made of?,Metal,1
71zyVQYoKFL,61/6151955a.jpg,What adjective describes the brass finish?,Antiqued,1
71zyVQYoKFL,61/6151955a.jpg,What type of shade does the lamp have?,Linen,0
71zyVQYoKFL,61/6151955a.jpg,What is the lamp's width measurement in inches?,15.5,0
71zyVQYoKFL,61/6151955a.jpg,How many people are recommended for assembly?,Two,2
51tKZfw75lL,80/80527989.jpg,What is the cushion's color?,Blue,1
51tKZfw75lL,80/80527989.jpg,What is the chair's frame made of?,Wood,0
51tKZfw75lL,80/80527989.jpg,What part supports the back?,Cushion,0
51tKZfw75lL,80/80527989.jpg,What shape are the armrests?,Rectangular,0
51tKZfw75lL,80/80527989.jpg,How many legs are visible?,Two,0
81JPY0HjDVL,96/96df8171.jpg,What exercise is the mat intended for?,Yoga,1
81JPY0HjDVL,96/96df8171.jpg,What is the material of the mat?,Foam,2
81JPY0HjDVL,96/96df8171.jpg,What is the approximate width in inches?,Twenty-four,0
81JPY0HjDVL,96/96df8171.jpg,How many yoga mats are in the box?,One,1
81JPY0HjDVL,96/96df8171.jpg,What color is the yoga mat?,Green,1
71oKMWGKCKL,2a/2a29fee0.jpg,What material is the case made of?,Hard,0
71oKMWGKCKL,2a/2a29fee0.jpg,What brand is the phone case designed for?,Sony,0
71oKMWGKCKL,2a/2a29fee0.jpg,What geometrical shape is made by the bicycle chain?,Circle,1
71oKMWGKCKL,2a/2a29fee0.jpg,What color is the phone case?,Orange,0
71oKMWGKCKL,2a/2a29fee0.jpg,Which side of the phone is the case for?,Back,0
