image_id,path,question,answer,difficulty
71wTQ38KIyL,14/14b75e5f.jpg,What is the color of the headboard's upholstery?,Gray,1
71wTQ38KIyL,14/14b75e5f.jpg,What material is the frame constructed from?,Wood,0
71wTQ38KIyL,14/14b75e5f.jpg,How many minutes does the assembly take?,Fifteen,0
71wTQ38KIyL,14/14b75e5f.jpg,What substance is used to pad the frame?,Polyurethane,0
71wTQ38KIyL,14/14b75e5f.jpg,How long is the warranty period?,Year,1
61MMLWjx6EL,c6/c6c91270.jpg,What kind of device is this designed for?,Mobile,0
61MMLWjx6EL,c6/c6c91270.jpg,What brand phone is this case compatible with?,Tecno,0
61MMLWjx6EL,c6/c6c91270.jpg,What is the style of this case described as?,Stylish,0
61MMLWjx6EL,c6/c6c91270.jpg,What type of feature helps protect the screen?,Bezel,0
61MMLWjx6EL,c6/c6c91270.jpg,What component is located near the top of the case?,Camera,0
91BGk+-FbXL,27/275dedc3.jpg,What color is the tape?,Black,1
91BGk+-FbXL,27/275dedc3.jpg,What shape is the tape roll?,Cylindrical,0
91BGk+-FbXL,27/275dedc3.jpg,What is the core of the tape roll made of?,Cardboard,0
91BGk+-FbXL,27/275dedc3.jpg,What is a common use for this tape?,Repair,1
91BGk+-FbXL,27/275dedc3.jpg,What is the texture of the tape?,Fabric,1
91NOP9-ptqL,8c/8c0fee5a.jpg,What geometric shape covers the box sides?,Triangles,2
91NOP9-ptqL,8c/8c0fee5a.jpg,What is the box's length in centimeters?,Forty,5
91NOP9-ptqL,8c/8c0fee5a.jpg,How many identical boxes are in the package?,Six,3
91NOP9-ptqL,8c/8c0fee5a.jpg,What is the material of the box?,Fabric,0
91NOP9-ptqL,8c/8c0fee5a.jpg,What shade describes the main color?,Grey,0
71dicYBbbRL,08/08c7fb0e.jpg,What color are the handles?,Blue,0
71dicYBbbRL,08/08c7fb0e.jpg,What shape are the containers generally?,Rectangular,1
71dicYBbbRL,08/08c7fb0e.jpg,What material are the containers made of?,Plastic,0
71dicYBbbRL,08/08c7fb0e.jpg,How many containers are depicted?,Four,5
71dicYBbbRL,08/08c7fb0e.jpg,What is covering each container?,Lid,1
713bgNd8meL,5e/5e3b2b38.jpg,What phone is the case for?,Honor,1
