image_id,path,question,answer,difficulty
A1zRt+ECAfL,2b/2ba86065.jpg,What kind of furniture is visible?,Armchair,1
A1zRt+ECAfL,2b/2ba86065.jpg,What is the rug's pattern style?,Oriental,1
A1zRt+ECAfL,2b/2ba86065.jpg,What is located near the armchair leg?,Book,0
A1zRt+ECAfL,2b/2ba86065.jpg,What is the rug's primary color?,Beige,1
A1zRt+ECAfL,2b/2ba86065.jpg,What borders the edge of the rug?,Fringe,0
61it8Mim5LL,6f/6f6dae5a.jpg,What material is the handle made from?,Bakelite,0
61it8Mim5LL,6f/6f6dae5a.jpg,What is the saucepan's diameter in centimeters?,28,0
61it8Mim5LL,6f/6f6dae5a.jpg,What metal is the saucepan primarily made of?,Aluminium,3
61it8Mim5LL,6f/6f6dae5a.jpg,What is the depth of the saucepan?,8.5,0
61it8Mim5LL,6f/6f6dae5a.jpg,What is the thickness measurement given in millimeters?,3,1
71yLzMUulUL,7b/7bcc8315.jpg,What galaxy phone brand is this cover for?,Samsung,0
71yLzMUulUL,7b/7bcc8315.jpg,What material are the phone case back covers made of?,Hard,1
71yLzMUulUL,7b/7bcc8315.jpg,What is the design described as?,Stylish,1
71yLzMUulUL,7b/7bcc8315.jpg,What kind of monster is on the case?,Cartoon,0
71yLzMUulUL,7b/7bcc8315.jpg,How many cameras are visible on the case?,One,1
61tQo9igNOL,6e/6e398b38.jpg,How many LED bulbs are pictured?,Six,0
61tQo9igNOL,6e/6e398b38.jpg,What color temperature does the bulb provide?,White,0
61tQo9igNOL,6e/6e398b38.jpg,How many lumens does the bulb provide?,Threehundred,0
61tQo9igNOL,6e/6e398b38.jpg,How many watts of energy does the bulb use?,Three-point-five,0
61tQo9igNOL,6e/6e398b38.jpg,What is the estimated lifespan of this bulb in hours?,Tenthousand,0
61mpqRvEEIL,d5/d5b2d968.jpg,What color is the shoe?,Black,0
61mpqRvEEIL,d5/d5b2d968.jpg,Where was the shoe designed?,Europe,2
61mpqRvEEIL,d5/d5b2d968.jpg,What part of the shoe is narrow?,Toe,0
61mpqRvEEIL,d5/d5b2d968.jpg,What should one check for correct sizing?,Chart,0
61mpqRvEEIL,d5/d5b2d968.jpg,What type of heel does the shoe have?,Stiletto,0
