image_id,path,question,answer,difficulty
71GcIO0QCLL,f7/f7b9ddcb.jpg,What color is the bottle's cap?,Black,1
71GcIO0QCLL,f7/f7b9ddcb.jpg,What percentage pure is the oil?,100,3
71GcIO0QCLL,f7/f7b9ddcb.jpg,What word is printed below Tangerine?,Cheering,0
71GcIO0QCLL,f7/f7b9ddcb.jpg,What size is the bottle in fluid ounces?,One,1
71GcIO0QCLL,f7/f7b9ddcb.jpg,What fruit is the oil made from?,Tangerine,0
81gZUOYJK9L,14/14b2c021.jpg,What is the back cover made of?,Hard,2
81gZUOYJK9L,14/14b2c021.jpg,What is the design's style?,Stylish,0
81gZUOYJK9L,14/14b2c021.jpg,What phone is this case for?,Vivo,1
81gZUOYJK9L,14/14b2c021.jpg,What type of buttons have cutouts?,Volume,0
81gZUOYJK9L,14/14b2c021.jpg,What is being lifted off flat surfaces?,Camera,0
61vOLDSQflL,29/2924fe60.jpg,What is the primary color of the phone case?,Pink,3
61vOLDSQflL,29/2924fe60.jpg,How many brands are in the product description?,One,1
61vOLDSQflL,29/2924fe60.jpg,What material is the back cover made of?,Hard,0
61vOLDSQflL,29/2924fe60.jpg,Which phone model is the case designed for?,Lenovo,0
61vOLDSQflL,29/2924fe60.jpg,What feature protects the camera?,Bezel,0
81ok+SrNOgL,ef/ef474430.jpg,Which phone model is the case designed for?,A51,1
81ok+SrNOgL,ef/ef474430.jpg,What is the overall style of the case?,Stylish,0
81ok+SrNOgL,ef/ef474430.jpg,What material is the case likely made of?,Unspecified,0
81ok+SrNOgL,ef/ef474430.jpg,What color is predominant on the left side?,Blue,1
81ok+SrNOgL,ef/ef474430.jpg,What part of the phone does the raised bezel protect?,Camera,1
71-rRTtS80L,8b/8b09fdda.jpg,What inscription is on the phone case?,Daddy'sGirl,1
71-rRTtS80L,8b/8b09fdda.jpg,Which brand is the phone compatible with?,LG,0
71-rRTtS80L,8b/8b09fdda.jpg,What color is the case's background?,Black,0
71-rRTtS80L,8b/8b09fdda.jpg,What type of ports have cutouts?,Charging,1
71-rRTtS80L,8b/8b09fdda.jpg,What is promoted about accessing buttons?,Easy,0
A1yCDtXpqgL,17/17c13588.jpg,What is the prominent color near the mountain's peak?,Grey,1
A1yCDtXpqgL,17/17c13588.jpg,What geometric shape is repeated throughout the artwork?,Triangle,0
A1yCDtXpqgL,17/17c13588.jpg,What material appears to add a metallic sheen?,Gold,3
A1yCDtXpqgL,17/17c13588.jpg,What natural feature is the artwork depicting?,Mountain,0
A1yCDtXpqgL,17/17c13588.jpg,What texture is suggested by the white paint strokes?,Snow,0
61bkCNzXaDL,d6/d6ebc06f.jpg,What is the boot's color?,Brown,0
61bkCNzXaDL,d6/d6ebc06f.jpg,What is the heel's shape?,Block,0
61bkCNzXaDL,d6/d6ebc06f.jpg,What type of footwear is pictured?,Boot,2
61bkCNzXaDL,d6/d6ebc06f.jpg,What is the heel material's color?,Black,1
61bkCNzXaDL,d6/d6ebc06f.jpg,What part of the foot does the boot cover?,Ankle,1
71ByNKlt0jL,0e/0e1b8fa0.jpg,What is the primary ingredient?,Potatoes,0
71ByNKlt0jL,0e/0e1b8fa0.jpg,What company sells this product?,WholeFoods,1
71ByNKlt0jL,0e/0e1b8fa0.jpg,What describes the potatoes' texture?,Creamy,3
71ByNKlt0jL,0e/0e1b8fa0.jpg,How many servings per container?,Seven,0
71ByNKlt0jL,0e/0e1b8fa0.jpg,What is the microwave cooking time in minutes?,Five,3
618CdF39VeL,8f/8f37def3.jpg,What material is the frame made of?,Glass,0
618CdF39VeL,8f/8f37def3.jpg,How many picture sections does each frame have?,Two,0
618CdF39VeL,8f/8f37def3.jpg,What is one room mentioned as a possible location for the frame?,Bedroom,1
618CdF39VeL,8f/8f37def3.jpg,What units are used to measure the frame's dimensions?,Centimeters,1
618CdF39VeL,8f/8f37def3.jpg,What is a possible occasion for gifting the frame?,Birthday,3
71vsUbdbS4L,82/821b4a4a.jpg,What material is the outer part of the shoe made of?,Leather,0
71vsUbdbS4L,82/821b4a4a.jpg,What kind of brand is PUMA?,Athleisure,0
71vsUbdbS4L,82/821b4a4a.jpg,Who collaborated on this shoe?,Amazon,1
71vsUbdbS4L,82/821b4a4a.jpg,What color is the sole?,White,3
71vsUbdbS4L,82/821b4a4a.jpg,What type of insole is included?,Foam,1
81j1So+T8xL,83/8304a418.jpg,What is the color of the fiberboard base?,Brown,0
81j1So+T8xL,83/8304a418.jpg,How many sheets of 20-pound paper can it hold?,100,0
81j1So+T8xL,83/8304a418.jpg,What material is the clip made of?,Steel,5
81j1So+T8xL,83/8304a418.jpg,What shape are the edges?,Rounded,0
81j1So+T8xL,83/8304a418.jpg,How long is the warranty in years?,One,1
71Bl6kJ65+L,ab/abd0ca78.jpg,What shape are the decorations?,Hearts,0
71Bl6kJ65+L,ab/abd0ca78.jpg,What color is the uppermost shape?,Red,0
71Bl6kJ65+L,ab/abd0ca78.jpg,What material is the background made of?,Wood,0
71Bl6kJ65+L,ab/abd0ca78.jpg,What device is the case designed for?,Mobile,0
71Bl6kJ65+L,ab/abd0ca78.jpg,How many hearts are visible?,Four,1
811Wo-RPgVL,41/41f35d01.jpg,What kind of shrimp is in the package?,Pink,1
811Wo-RPgVL,41/41f35d01.jpg,What weight of shrimp is in the bag?,Pounds,0
811Wo-RPgVL,41/41f35d01.jpg,What are the shrimps labeled as being?,Wild-Caught,0
811Wo-RPgVL,41/41f35d01.jpg,What organization's products are these?,WholeFoods,0
811Wo-RPgVL,41/41f35d01.jpg,What country does the product originate from?,USA,1
51RZG+7L3jL,79/79ea9eee.jpg,What is the XS leash width in inches?,3/8,0
51RZG+7L3jL,79/79ea9eee.jpg,What length is a size L leash in feet?,Four,0
