image_id,path,question,answer,difficulty
71kX5jNye9L,e6/e61f1977.jpg,What is the primary color of the umbrella?,Coral,0
71kX5jNye9L,e6/e61f1977.jpg,What type of outdoor item is depicted?,Umbrella,0
71kX5jNye9L,e6/e61f1977.jpg,What shape appears repeatedly in the umbrella canopy?,Wedge,0
71kX5jNye9L,e6/e61f1977.jpg,What holds up the canopy?,Pole,0
71kX5jNye9L,e6/e61f1977.jpg,Where would one typically use the pictured item?,Patio,0
71svm2AJYwL,1f/1fe6cbfb.jpg,What color are the headphones?,Black,1
71svm2AJYwL,1f/1fe6cbfb.jpg,What type of plug does the headset use?,USB,0
71svm2AJYwL,1f/1fe6cbfb.jpg,What kind of microphone does the headset have?,Noise-canceling,0
71svm2AJYwL,1f/1fe6cbfb.jpg,What warranty backs the headphones?,One-year,1
71svm2AJYwL,1f/1fe6cbfb.jpg,What type of band is adjustable?,Headband,1
61lA40jiBkL,da/da6940a2.jpg,What brand is on the phone case?,Motorola,0
61lA40jiBkL,da/da6940a2.jpg,What word is prominently displayed on the case?,Love,0
61lA40jiBkL,da/da6940a2.jpg,What color is the phone case primarily?,Pink,0
61lA40jiBkL,da/da6940a2.jpg,How many camera lenses are visible?,Two,0
61lA40jiBkL,da/da6940a2.jpg,What is the warranty period stated in the description?,,1
81OxJWUCebL,5b/5badab08.jpg,What brand is the phone case for?,Motorola,1
81OxJWUCebL,5b/5badab08.jpg,What material is the back cover?,Hard,1
81OxJWUCebL,5b/5badab08.jpg,What shape are many of the objects on the case?,Square,0
81OxJWUCebL,5b/5badab08.jpg,What does the case protect against?,Surface,1
81OxJWUCebL,5b/5badab08.jpg,How many camera lenses are visible?,Two,1
71Gv6ZwtwML,fa/faac2e7d.jpg,What material is the case made of?,Hard,1
71Gv6ZwtwML,fa/faac2e7d.jpg,Which brand's mobile is the case for?,Xiaomi,0
71Gv6ZwtwML,fa/faac2e7d.jpg,What type of design does it have?,Stylish,0
71Gv6ZwtwML,fa/faac2e7d.jpg,What is the color gradient on the case?,Blue,0
71Gv6ZwtwML,fa/faac2e7d.jpg,How many ports are the cutouts for?,Charging,1
51F7ywgHpLL,76/765fea0c.jpg,What is the DPI rating of the mouse?,Thousand,1
51F7ywgHpLL,76/765fea0c.jpg,What material is the mouse pad surface?,Cloth,0
51F7ywgHpLL,76/765fea0c.jpg,How many buttons are on the mouse?,Three,0
51F7ywgHpLL,76/765fea0c.jpg,How many meters long is the mouse cable?,One,1
51F7ywgHpLL,76/765fea0c.jpg,What part of the body does the mouse pad support?,Wrist,1
81LKZ9d+XaL,c6/c6f497bc.jpg,What herb is advertised on the bottle?,Valerian,0
81LKZ9d+XaL,c6/c6f497bc.jpg,What is the valerian root dosage in milligrams?,500,1
81LKZ9d+XaL,c6/c6f497bc.jpg,What type of food market features this product?,Whole,0
81LKZ9d+XaL,c6/c6f497bc.jpg,What does the product claim to support?,Sleep,0
81LKZ9d+XaL,c6/c6f497bc.jpg,How many artificial ingredients does the product contain?,Zero,0
81hD4IQnKcL,bf/bfe40fff.jpg,What material is the boot constructed of?,Suede,5
81hD4IQnKcL,bf/bfe40fff.jpg,What color is the shown boot?,Black,2
81hD4IQnKcL,bf/bfe40fff.jpg,What is the heel's color?,Beige,1
81hD4IQnKcL,bf/bfe40fff.jpg,What style of boot is pictured?,Chelsea,1
81hD4IQnKcL,bf/bfe40fff.jpg,What shape is the boot's heel?,Block,0
71uPeWZEoRL,5b/5bef946c.jpg,What is the general style of the footwear?,Casual,0
71uPeWZEoRL,5b/5bef946c.jpg,How many days is the manufacturing defect warranty?,Zero,0
71uPeWZEoRL,5b/5bef946c.jpg,What type of closure does the shoe use?,Slip,0
71uPeWZEoRL,5b/5bef946c.jpg,What style is the toe of the sandals?,Open,5
71uPeWZEoRL,5b/5bef946c.jpg,What is the product type?,Sandals,1
61MQ0G42LbL,92/9278f7d2.jpg,What color is the shoe?,Black,0
61MQ0G42LbL,92/9278f7d2.jpg,What adorns the toe of the shoe?,Bow,1
61MQ0G42LbL,92/9278f7d2.jpg,What type of heel does the shoe have?,Block,1
61MQ0G42LbL,92/9278f7d2.jpg,What is the shoe's material?,Patent,0
61MQ0G42LbL,92/9278f7d2.jpg,Where was the shoe designed?,Europe,0
81Y6ZoOJWdL,95/95d55a11.jpg,Which phone model is the case designed for?,Y53,1
81Y6ZoOJWdL,95/95d55a11.jpg,What type of material is the back of the case made of?,Hard,0
81Y6ZoOJWdL,95/95d55a11.jpg,What adjective describes the cutouts?,Perfect,1
81Y6ZoOJWdL,95/95d55a11.jpg,What kind of design does the case have?,Stylish,1
81Y6ZoOJWdL,95/95d55a11.jpg,What is lifted off of flat surfaces?,Screen,0
51J4LyRqm4L,f7/f7a7dfc5.jpg,What is the laundry detergent free of?,Perfumes,0
51J4LyRqm4L,f7/f7a7dfc5.jpg,How many tall kitchen garbage bags are included?,Onehundredtwenty,1
51J4LyRqm4L,f7/f7a7dfc5.jpg,What color is the drawstring closure on the trash bag?,Red,0
51J4LyRqm4L,f7/f7a7dfc5.jpg,What is the bag thickness?,Nine,0
51J4LyRqm4L,f7/f7a7dfc5.jpg,What is the gallon capacity of each trash bag?,Thirteen,0
71r50bXcgrL,ae/ae04e9ff.jpg,What material is the case made of?,Hard,0
71r50bXcgrL,ae/ae04e9ff.jpg,What brand is the phone case designed for?,Motorola,0
71r50bXcgrL,ae/ae04e9ff.jpg,What is the cover's style?,Stylish,0
71r50bXcgrL,ae/ae04e9ff.jpg,What generation is the Moto G?,Second,0
71r50bXcgrL,ae/ae04e9ff.jpg,How are buttons accessed?,Precision,0
714XvzmUudL,c6/c62985c9.jpg,What phone model does this case fit?,S10,0
714XvzmUudL,c6/c62985c9.jpg,What type of buttons have cutouts?,Volume,1
714XvzmUudL,c6/c62985c9.jpg,What color is the case's background?,Black,0
714XvzmUudL,c6/c62985c9.jpg,What kind of ports are accessible?,Charging,0
714XvzmUudL,c6/c62985c9.jpg,What is raised to protect the screen?,Bezel,0
51W181phK7L,52/527c4b77.jpg,What type of cream is shown?,Heavy,2
51W181phK7L,52/527c4b77.jpg,What color is the cap?,Black,1
51W181phK7L,52/527c4b77.jpg,What is the brand's first word?,Three,0
51W181phK7L,52/527c4b77.jpg,What animal is depicted on the label?,Cow,0
51W181phK7L,52/527c4b77.jpg,How many fluid ounces is the container?,Sixteen,2
71H+tpmx0VL,51/5113da3c.jpg,What material is the phone case made of?,Hard,1
71H+tpmx0VL,51/5113da3c.jpg,What is printed on the back of the case?,Characters,0
71H+tpmx0VL,51/5113da3c.jpg,What is the brand of phone the case is designed for?,Gionee,0
71H+tpmx0VL,51/5113da3c.jpg,How is the case described in terms of its dimensions?,Slim,1
71H+tpmx0VL,51/5113da3c.jpg,What parts have cutouts?,Ports,0
71Z2hI4mY5L,32/32ad31c1.jpg,What is the primary gemstone?,Topaz,1
71Z2hI4mY5L,32/32ad31c1.jpg,What color is the topaz?,Blue,0
71Z2hI4mY5L,32/32ad31c1.jpg,What metal is combined with gold?,Silver,3
71Z2hI4mY5L,32/32ad31c1.jpg,What type of clasp is used?,Spring,1
71Z2hI4mY5L,32/32ad31c1.jpg,What monthly birthstone is displayed?,December,1
71W0SfroYfL,f7/f7df3e1e.jpg,What brand is the phone case designed for?,Asus,0
71W0SfroYfL,f7/f7df3e1e.jpg,What color are the leaves on the case?,Orange,1
71W0SfroYfL,f7/f7df3e1e.jpg,What type of case is it?,Hard,0
71W0SfroYfL,f7/f7df3e1e.jpg,What design is printed on the back?,Leaves,0
71W0SfroYfL,f7/f7df3e1e.jpg,How many volume buttons does the case feature cutouts for?,Volume,0
61JBO-T1bFL,86/86099d95.jpg,What is the board's predominant color?,White,0
61JBO-T1bFL,86/86099d95.jpg,What shape is the board?,Rectangular,0
61JBO-T1bFL,86/86099d95.jpg,What are the items on the board's lower right?,Markers,0
61JBO-T1bFL,86/86099d95.jpg,What borders the board?,Frame,0
61JBO-T1bFL,86/86099d95.jpg,How many magnets are visible?,Four,1
8178AUzoH+L,fc/fcbaa782.jpg,What is the material of the filter?,Synthetic,0
8178AUzoH+L,fc/fcbaa782.jpg,What shape is the filter pattern?,Diamond,0
8178AUzoH+L,fc/fcbaa782.jpg,How many filters are stacked?,Five,0
8178AUzoH+L,fc/fcbaa782.jpg,What is the filter's width dimension?,Sixteen,1
8178AUzoH+L,fc/fcbaa782.jpg,What color is the filter material?,White,1
91lNbVThxBL,41/418963f6.jpg,How are the strands arranged?,Stack,0
91lNbVThxBL,41/418963f6.jpg,What general shape are the colorful items?,Circle,0
91lNbVThxBL,41/418963f6.jpg,What color is topmost strand?,Fuchsia,1
91lNbVThxBL,41/418963f6.jpg,What is a possible material of the strands?,Plastic,0
91lNbVThxBL,41/418963f6.jpg,What is the quantity of distinct strand colors visible?,Thirteen,1
818pRrt-dWL,08/0850bf68.jpg,What is the color of the chair frame?,Brown,0
818pRrt-dWL,08/0850bf68.jpg,What shape is the chair cushion?,Square,0
818pRrt-dWL,08/0850bf68.jpg,What is the visible number of horizontal bars on one chair back?,Five,1
818pRrt-dWL,08/0850bf68.jpg,What material is the cushion?,Fabric,0
818pRrt-dWL,08/0850bf68.jpg,How many chairs are in the image?,Two,0
715WhZS6j7L,2a/2a48c3e1.jpg,Which phone is this case designed for?,A51,1
715WhZS6j7L,2a/2a48c3e1.jpg,What color stripes are visible?,Red,0
715WhZS6j7L,2a/2a48c3e1.jpg,What material is emulated in the pattern?,Wood,2
715WhZS6j7L,2a/2a48c3e1.jpg,What are the cutouts for?,Ports,1
715WhZS6j7L,2a/2a48c3e1.jpg,What feature is raised?,Bezel,1
81F6Z5pQqXL,de/de75051e.jpg,What shape is prominently displayed on one of the neck gaiters?,Heart,1
81F6Z5pQqXL,de/de75051e.jpg,What color is the gaiter on the far left?,Orange,2
81F6Z5pQqXL,de/de75051e.jpg,How many gaiters are visibly presented?,Six,0
81F6Z5pQqXL,de/de75051e.jpg,What pattern is on the second gaiter from the left?,Circles,0
81F6Z5pQqXL,de/de75051e.jpg,What celestial body is shown on the fourth gaiter?,Star,5
81XNTuD3GzL,4a/4ab77543.jpg,What city inspired these flatbreads?,York,1
81XNTuD3GzL,4a/4ab77543.jpg,What type of flour is used in these flatbreads?,Wheat,1
81XNTuD3GzL,4a/4ab77543.jpg,Are these flatbreads hydrogenated?,Unhydrogenated,1
81XNTuD3GzL,4a/4ab77543.jpg,What certification is listed on the packaging?,Organic,1
81XNTuD3GzL,4a/4ab77543.jpg,What company is the brand 365 affiliated with?,Foods,0
711uHVvlMpL,00/00d8b007.jpg,What color are the roses?,Red,0
711uHVvlMpL,00/00d8b007.jpg,Which brand is the phone case for?,Huawei,1
711uHVvlMpL,00/00d8b007.jpg,Which feature has cut-outs?,Volume,0
711uHVvlMpL,00/00d8b007.jpg,What is emphasized by the stylish design?,Personality,1
711uHVvlMpL,00/00d8b007.jpg,What is raised to protect the camera?,Bezel,0
710RyGasrqL,d3/d3ce78fd.jpg,What color is the shoe?,Azure,0
710RyGasrqL,d3/d3ce78fd.jpg,What is securing the shoe?,Laces,0
710RyGasrqL,d3/d3ce78fd.jpg,What material is the shoe?,Suede,0
710RyGasrqL,d3/d3ce78fd.jpg,How many rows of hole accents are near the heel?,Three,3
710RyGasrqL,d3/d3ce78fd.jpg,What part of the shoe is tan?,Sole,0
71D3tEN6DYL,ee/eef33ed2.jpg,What phone model is this case for?,Realme,2
71D3tEN6DYL,ee/eef33ed2.jpg,What feature has cutouts for volume buttons?,Case,1
71D3tEN6DYL,ee/eef33ed2.jpg,What quality describes the design?,Stylish,1
71D3tEN6DYL,ee/eef33ed2.jpg,Which ports have cutouts?,Charging,1
71D3tEN6DYL,ee/eef33ed2.jpg,What is raised to protect the screen?,Bezel,1
818wXrPtPVL,35/35e6f096.jpg,What is the chair's approximate height?,Thirty-five,0
818wXrPtPVL,35/35e6f096.jpg,What material constitutes the frame?,Wood,0
818wXrPtPVL,35/35e6f096.jpg,How long is the return policy period?,Thirty,0
818wXrPtPVL,35/35e6f096.jpg,What is the chair's primary covering?,Upholstery,0
818wXrPtPVL,35/35e6f096.jpg,How many years is the warranty?,Three,0
81uCl-qTwJL,cf/cfe27413.jpg,What is the shoe's material?,Suede,0
81uCl-qTwJL,cf/cfe27413.jpg,What is the shoe's closure?,Laces,1
81uCl-qTwJL,cf/cfe27413.jpg,What color is the shoe?,Olive,0
81uCl-qTwJL,cf/cfe27413.jpg,What is the shoe's style?,Loafer,0
81uCl-qTwJL,cf/cfe27413.jpg,What kind of sole does it have?,Rubber,1
51FsBkcgAzL,9b/9bf34914.jpg,What is the chair's prominent color?,Gray,1
51FsBkcgAzL,9b/9bf34914.jpg,What material is the chair upholstered with?,Velvet,1
51FsBkcgAzL,9b/9bf34914.jpg,How many legs does the chair possess?,Three,1
51FsBkcgAzL,9b/9bf34914.jpg,What part of the chair supports the user when seated?,Seat,0
51FsBkcgAzL,9b/9bf34914.jpg,What type of furniture is pictured?,Chair,1
71+TpzB-UwL,3e/3e2892e2.jpg,What is the predominant color in the lower portion?,Black,1
