image_id,path,question,answer,difficulty
71GtThybAVL,c6/c66f5112.jpg,What phone model is the case designed for?,A3,0
71GtThybAVL,c6/c66f5112.jpg,What adjective describes the fit?,Snug,0
71GtThybAVL,c6/c66f5112.jpg,What shape are many of the design elements?,Square,0
71GtThybAVL,c6/c66f5112.jpg,What color is visible in the upper-right corner?,Red,0
71GtThybAVL,c6/c66f5112.jpg,What parts are easy to access?,Buttons,1
61X6eHP0LkL,25/25c45abb.jpg,What is the primary color of the shoe?,Navy,2
61X6eHP0LkL,25/25c45abb.jpg,What material does the shoe likely appear to be made of?,Suede,0
61X6eHP0LkL,25/25c45abb.jpg,What shape is the toe of the shoe?,Pointed,0
61X6eHP0LkL,25/25c45abb.jpg,Where is the shoe photographed?,Studio,0
61X6eHP0LkL,25/25c45abb.jpg,What is the approximate heel height?,Low,1
61duQ7zjfNL,5b/5b54ebdb.jpg,What brand of phone does the case fit?,Vivo,0
61duQ7zjfNL,5b/5b54ebdb.jpg,What texture is at the top and bottom of the case?,Carbon,0
61duQ7zjfNL,5b/5b54ebdb.jpg,What kind of protection does the case provide from sweat?,Fingerprints,0
61duQ7zjfNL,5b/5b54ebdb.jpg,What part of the phone does the raised lip protect?,Screen,0
61duQ7zjfNL,5b/5b54ebdb.jpg,How easily is the case removed?,Easily,5
71DTf-3JcSL,d4/d4993efe.jpg,What phone model is the case designed for?,Comio,0
71DTf-3JcSL,d4/d4993efe.jpg,What kind of ports have cutouts in the case?,Charging,0
71DTf-3JcSL,d4/d4993efe.jpg,What feature does the raised bezel protect?,Screen,0
71DTf-3JcSL,d4/d4993efe.jpg,What quality does the design express?,Personality,0
71DTf-3JcSL,d4/d4993efe.jpg,What is the design like?,Stylish,0
71Vif3zr31L,49/494a0502.jpg,How many individual earrings are shown?,Two,0
71Vif3zr31L,49/494a0502.jpg,What is the apparent color of the gemstones?,Transparent,0
71Vif3zr31L,49/494a0502.jpg,What is the metal's color?,Silver,1
71Vif3zr31L,49/494a0502.jpg,What shape is the lower gemstone?,Round,0
71Vif3zr31L,49/494a0502.jpg,What is the earring closure style?,Leverback,0
61Fd+CtW-yL,03/037248a7.jpg,What vitamin is advertised?,B12,2
61Fd+CtW-yL,03/037248a7.jpg,What quantity of tablets are in the container?,100,0
61Fd+CtW-yL,03/037248a7.jpg,What unit is used to measure the vitamin dosage?,Mcg,0
61Fd+CtW-yL,03/037248a7.jpg,What color is the background behind the product name?,Yellow,1
61Fd+CtW-yL,03/037248a7.jpg,What is the guarantee period?,Year,0
819SytMrNKL,81/8130043d.jpg,What primary material is the shoe's upper made of?,Canvas,0
819SytMrNKL,81/8130043d.jpg,What texture describes the shoe's material finish?,Brushed,0
819SytMrNKL,81/8130043d.jpg,What is the outer bottom of the shoe described as?,Outsole,1
819SytMrNKL,81/8130043d.jpg,What material makes up the sole?,Rubber,1
819SytMrNKL,81/8130043d.jpg,What characteristic describes the side material?,Elasticated,0
71hg4fy1yeL,8e/8e0720b2.jpg,What phone is this case designed for?,Samsung,0
71hg4fy1yeL,8e/8e0720b2.jpg,What buttons have perfect cutouts?,Volume,0
71hg4fy1yeL,8e/8e0720b2.jpg,What color is the round light at the top center?,Blue,0
71hg4fy1yeL,8e/8e0720b2.jpg,What is the case described as easy to do?,Remove,0
71hg4fy1yeL,8e/8e0720b2.jpg,What feature is designed with extreme precision?,Design,2
51V-u8+LKjL,fd/fd693329.jpg,What color is the baby monitor?,White,1
51V-u8+LKjL,fd/fd693329.jpg,What component displays video?,Screen,0
51V-u8+LKjL,fd/fd693329.jpg,What shape is the button cluster?,Cross,0
51V-u8+LKjL,fd/fd693329.jpg,What is the camera lens's shape?,Circle,2
51V-u8+LKjL,fd/fd693329.jpg,What is the camera sitting on?,Stand,0
91-6uHzZ5nL,a8/a8e7e385.jpg,What is the primary fabric used?,Polyester,1
91-6uHzZ5nL,a8/a8e7e385.jpg,What certification is mentioned?,IS-9873,1
91-6uHzZ5nL,a8/a8e7e385.jpg,What animal does this toy resemble?,Hippo,1
91-6uHzZ5nL,a8/a8e7e385.jpg,What age is recommended?,Three,0
91-6uHzZ5nL,a8/a8e7e385.jpg,What is the size in inches?,Seven,1
91He1aoL8rL,a9/a9672f40.jpg,What color is the pillow?,White,3
91He1aoL8rL,a9/a9672f40.jpg,What shape is the pattern on the pillow?,Diamond,0
91He1aoL8rL,a9/a9672f40.jpg,What is the texture of the pillow?,Quilted,0
91He1aoL8rL,a9/a9672f40.jpg,What is around the edge of the pillow?,Border,0
91He1aoL8rL,a9/a9672f40.jpg,What type of item is pictured?,Pillow,3
41IeX3NbppL,f1/f10aaafd.jpg,How many torches are described?,Two,0
41IeX3NbppL,f1/f10aaafd.jpg,What metal is the torch constructed from?,Steel,2
41IeX3NbppL,f1/f10aaafd.jpg,What color is the finish of the lamps?,Bronze,1
41IeX3NbppL,f1/f10aaafd.jpg,What does each torch come with?,Wicks,1
41IeX3NbppL,f1/f10aaafd.jpg,What is the height measurement of the torch?,Eighteen,0
71ePlPbya1L,fd/fd6d1672.jpg,What kind of shoe is pictured?,Loafer,0
71ePlPbya1L,fd/fd6d1672.jpg,What is the color of the shoe?,Blue,2
71ePlPbya1L,fd/fd6d1672.jpg,What is the finish of the shoe?,Matte,0
71ePlPbya1L,fd/fd6d1672.jpg,What is the general direction the shoe is facing?,Left,1
71ePlPbya1L,fd/fd6d1672.jpg,What material is suggested by the shoe's appearance?,Leather,0
814E29LxwGL,5c/5cbca98c.jpg,What is the case's primary color?,Red,2
814E29LxwGL,5c/5cbca98c.jpg,Which brand of phone is the case designed for?,Oppo,0
814E29LxwGL,5c/5cbca98c.jpg,What material is the case made of?,Hard,0
814E29LxwGL,5c/5cbca98c.jpg,What word is written along with the crown?,Queen,3
814E29LxwGL,5c/5cbca98c.jpg,How many crowns are featured on the case?,One,0
61eUESNZc+L,c3/c320d03c.jpg,What number is displayed on the iPhone's clock?,Twelve,1
61eUESNZc+L,c3/c320d03c.jpg,What drink is mentioned on the case?,Coffee,1
61eUESNZc+L,c3/c320d03c.jpg,What machine is used for printing?,Japanese,2
61eUESNZc+L,c3/c320d03c.jpg,What material is raised to protect the screen?,Bezel,0
61eUESNZc+L,c3/c320d03c.jpg,What type of printing is used?,Embossed,1
71uqdOSQi-L,5a/5a537918.jpg,What is the color of the can opener?,Red,1
71uqdOSQi-L,5a/5a537918.jpg,What material appears to make up part of the base?,Metal,0
71uqdOSQi-L,5a/5a537918.jpg,What does this kitchen appliance open?,Cans,0
71uqdOSQi-L,5a/5a537918.jpg,What is located at the top of the device?,Lever,1
71uqdOSQi-L,5a/5a537918.jpg,How many colors are visible on the object?,Two,0
71WpvyuTytL,46/4690fbe6.jpg,What material is the case made from?,Hard,5
71WpvyuTytL,46/4690fbe6.jpg,What brand of phone is this case designed for?,Gionee,1
71WpvyuTytL,46/4690fbe6.jpg,What part of the phone does the case cover?,Back,0
71WpvyuTytL,46/4690fbe6.jpg,What type of button cutouts does the case provide?,Volume,1
71WpvyuTytL,46/4690fbe6.jpg,What quality is claimed for the design?,Stylish,2
A1ygoJzzyML,16/16cc4d9b.jpg,What is the shape of the ottoman's top?,Round,0
A1ygoJzzyML,16/16cc4d9b.jpg,What type of material is the frame made of?,Wood,0
A1ygoJzzyML,16/16cc4d9b.jpg,What is the seat's depth in inches?,15.75,1
A1ygoJzzyML,16/16cc4d9b.jpg,What color is the fabric?,Grey,0
A1ygoJzzyML,16/16cc4d9b.jpg,How long is the product warranty in years?,One,0
51DjbLZ-u3L,c9/c984346c.jpg,What is the dominant color of the object?,Silver,0
51DjbLZ-u3L,c9/c984346c.jpg,What shape is the front surface?,Rectangular,1
51DjbLZ-u3L,c9/c984346c.jpg,What is the name near the bottom?,KeepinGreen,0
51DjbLZ-u3L,c9/c984346c.jpg,What is the number of indicator lights shown?,Three,0
51DjbLZ-u3L,c9/c984346c.jpg,What is the object's texture like?,Smooth,0
81+49JGZLmL,86/8606b4ef.jpg,What style is the boot?,Chelsea,0
81+49JGZLmL,86/8606b4ef.jpg,What is the texture?,Leather,1
81+49JGZLmL,86/8606b4ef.jpg,What shape is the toe?,Square,1
81+49JGZLmL,86/8606b4ef.jpg,What adorns the boot's exterior?,Stars,1
81+49JGZLmL,86/8606b4ef.jpg,What type of heel is present?,Block,0
81hNjzp2hwL,cf/cf09bee5.jpg,What material is the case?,Hard,0
81hNjzp2hwL,cf/cf09bee5.jpg,What phone is the cover designed for?,Nokia,1
81hNjzp2hwL,cf/cf09bee5.jpg,What design style is on the back cover?,Stylish,1
81hNjzp2hwL,cf/cf09bee5.jpg,What are the ports designed for?,Charging,0
81hNjzp2hwL,cf/cf09bee5.jpg,What color is the vertical stripe on the left?,Orange,0
417CE7R5ZRL,b3/b3301a0f.jpg,What is the rain chain shaped like?,Tulip,1
417CE7R5ZRL,b3/b3301a0f.jpg,What is the material's finish?,Copper,0
417CE7R5ZRL,b3/b3301a0f.jpg,Where are the artisans from?,India,1
417CE7R5ZRL,b3/b3301a0f.jpg,How long is the rain chain?,Inches,1
417CE7R5ZRL,b3/b3301a0f.jpg,What adjective describes the patina?,Golden,1
81BSEMLKBCL,d8/d8e18ca6.jpg,What fitness item is rolled up?,Mat,1
81BSEMLKBCL,d8/d8e18ca6.jpg,What is the primary color of this item?,Green,1
81BSEMLKBCL,d8/d8e18ca6.jpg,What texture does the mat appear to have?,Bumpy,0
81BSEMLKBCL,d8/d8e18ca6.jpg,What shape is the item rolled into?,Cylinder,1
81BSEMLKBCL,d8/d8e18ca6.jpg,What sport might require such a mat?,Yoga,0
819rNjGtBKL,ed/ed51051f.jpg,What is the described product for Motorola?,Moto,0
819rNjGtBKL,ed/ed51051f.jpg,What is the cover's texture?,Hard,0
819rNjGtBKL,ed/ed51051f.jpg,What pattern is on the case?,Printed,0
819rNjGtBKL,ed/ed51051f.jpg,What is the cover’s attribute?,Slim,0
819rNjGtBKL,ed/ed51051f.jpg,Where are there cutouts?,Ports,1
71CXY9qY9oL,c5/c574a71a.jpg,What phone is this case designed for?,Poco,1
71CXY9qY9oL,c5/c574a71a.jpg,What adjective describes the fit of the case?,Snug,2
71CXY9qY9oL,c5/c574a71a.jpg,What feature is raised off flat surfaces?,Bezel,1
71CXY9qY9oL,c5/c574a71a.jpg,What is expressed through the stylish design?,Personality,1
71CXY9qY9oL,c5/c574a71a.jpg,What type of port cut-outs exist?,Charging,0
815rmC4m3RL,d0/d0df9c33.jpg,What type of item is depicted?,Case,1
815rmC4m3RL,d0/d0df9c33.jpg,What word is written at the bottom?,ALONE,0
815rmC4m3RL,d0/d0df9c33.jpg,What is the material of the case?,Hard,1
815rmC4m3RL,d0/d0df9c33.jpg,What brand is the phone case for?,Nokia,0
815rmC4m3RL,d0/d0df9c33.jpg,What number is in the phone model name?,2.1,1
819HMCbpi9L,cf/cf93cc39.jpg,What is the color of the boot?,Orange,1
819HMCbpi9L,cf/cf93cc39.jpg,What material likely comprises the upper part of the boot?,Suede,1
819HMCbpi9L,cf/cf93cc39.jpg,What part of the shoe is visible on the bottom?,Sole,1
819HMCbpi9L,cf/cf93cc39.jpg,What type of heel does the boot feature?,Block,0
819HMCbpi9L,cf/cf93cc39.jpg,How many boots are shown?,One,0
81LBtzTaXxL,a0/a0766ab5.jpg,What background subject is featured?,Mountains,0
81LBtzTaXxL,a0/a0766ab5.jpg,What is the case designed for?,Poco,0
81LBtzTaXxL,a0/a0766ab5.jpg,What type of ports are cut out?,Charging,5
81LBtzTaXxL,a0/a0766ab5.jpg,What is the design described as?,Stylish,1
81LBtzTaXxL,a0/a0766ab5.jpg,What is raised off the surface?,Bezel,0
81MWYko6aqL,ba/ba5c103c.jpg,What material is the mobile cover made of?,Plastic,0
81MWYko6aqL,ba/ba5c103c.jpg,What kind of pattern is printed on the case?,Brick,0
81MWYko6aqL,ba/ba5c103c.jpg,Which brand is the mobile cover designed for?,Micromax,1
81MWYko6aqL,ba/ba5c103c.jpg,What is the primary color of the printed pattern?,Brown,5
81MWYko6aqL,ba/ba5c103c.jpg,How many G's are in the 4G designation?,One,0
71uQL4fx-xL,89/89b06eca.jpg,What phone model does the case fit?,Oppo,0
71uQL4fx-xL,89/89b06eca.jpg,What is the case's design described as?,Stylish,1
71uQL4fx-xL,89/89b06eca.jpg,What part lifts the camera off a flat surface?,Bezel,0
71uQL4fx-xL,89/89b06eca.jpg,What button cut-outs are featured?,Volume,3
71uQL4fx-xL,89/89b06eca.jpg,What other port cut-outs are present?,Audio,1
71UJgpgIp5L,34/347bdcdc.jpg,What is the light's color temperature?,Kelvin,0
71UJgpgIp5L,34/347bdcdc.jpg,How many watts does the LED bulb use?,Seven,1
71UJgpgIp5L,34/347bdcdc.jpg,What is the annual operating cost in dollars?,Eighty-five,0
71UJgpgIp5L,34/347bdcdc.jpg,What is the lifetime in hours?,Twenty-five,1
71UJgpgIp5L,34/347bdcdc.jpg,Which organization is the bulb listed by?,UL,0
71GzRhCuiLL,76/76c78d87.jpg,What is the shape of the pendant?,Letter,0
71GzRhCuiLL,76/76c78d87.jpg,What material is the chain made of?,Silver,0
71GzRhCuiLL,76/76c78d87.jpg,What is the extender length?,Two,0
71GzRhCuiLL,76/76c78d87.jpg,What type of stone is used?,Zirconia,0
71GzRhCuiLL,76/76c78d87.jpg,What finish is used on the pendant?,Platinum,2
71WTxcPC9IL,59/599fb4fe.jpg,What phone brand is the case designed for?,Lava,1
71WTxcPC9IL,59/599fb4fe.jpg,What design style is described for the case?,Stylish,0
71WTxcPC9IL,59/599fb4fe.jpg,What feature protects the camera?,Bezel,0
71WTxcPC9IL,59/599fb4fe.jpg,Where are the cutouts located?,Ports,0
71WTxcPC9IL,59/599fb4fe.jpg,What phone model is this case compatible with?,A97,1
71DVll6lrBL,6f/6f028c9d.jpg,What color is the phone case?,Black,0
71DVll6lrBL,6f/6f028c9d.jpg,What phrase is printed on the shirt?,Everyone,0
71DVll6lrBL,6f/6f028c9d.jpg,How many cameras are visible on the phone case?,Three,1
71DVll6lrBL,6f/6f028c9d.jpg,What material is the case made from?,Hard,1
71DVll6lrBL,6f/6f028c9d.jpg,What brand is the phone?,Apple,0
71VVV-fyXvL,f0/f010cfd5.jpg,What is the dominant color behind the unicorn images?,Black,0
71VVV-fyXvL,f0/f010cfd5.jpg,What animal is depicted on the phone case?,Unicorn,1
71VVV-fyXvL,f0/f010cfd5.jpg,How many rear camera lenses are visible?,Two,0
71VVV-fyXvL,f0/f010cfd5.jpg,What shape is also present among the unicorns?,Hearts,0
71VVV-fyXvL,f0/f010cfd5.jpg,What device is this case compatible with?,Tecno,0
71O7qavZ9SL,cd/cdc91918.jpg,Which brand is the phone case designed for?,Comio,0
71O7qavZ9SL,cd/cdc91918.jpg,What type of ports have cut-outs in the case?,Charging,1
71O7qavZ9SL,cd/cdc91918.jpg,What does the design express?,Personality,0
71O7qavZ9SL,cd/cdc91918.jpg,What feature protects the screen and camera?,Bezel,0
71O7qavZ9SL,cd/cdc91918.jpg,What button type has cut-outs in the case?,Volume,0
811V2vo0GIL,ae/ae2efab3.jpg,Which brand is compatible with the case?,Lyf,1
811V2vo0GIL,ae/ae2efab3.jpg,What features perfect cutouts?,Volume,5
811V2vo0GIL,ae/ae2efab3.jpg,What is lifted off flat surfaces?,Screen,0
811V2vo0GIL,ae/ae2efab3.jpg,What is the case's design?,Stylish,0
811V2vo0GIL,ae/ae2efab3.jpg,How many models is the case compatible with?,One,1
61wU5z8k+TL,f9/f9d544fa.jpg,What phone brand is the case designed for?,Motorola,0
61wU5z8k+TL,f9/f9d544fa.jpg,What word is below the crown design?,Queen,1
61wU5z8k+TL,f9/f9d544fa.jpg,What color is the background of the case?,Black,1
61wU5z8k+TL,f9/f9d544fa.jpg,What type of ports have cutouts in the case?,Charging,0
61wU5z8k+TL,f9/f9d544fa.jpg,What part of the phone does the raised bezel protect?,Camera,1
91eRD2rq2PL,11/118cfab3.jpg,What weight is listed on the package in grams?,907,1
91eRD2rq2PL,11/118cfab3.jpg,What kind of medley is advertised?,Fruit,0
91eRD2rq2PL,11/118cfab3.jpg,What size is indicated on the packaging in pounds?,Two,0
91eRD2rq2PL,11/118cfab3.jpg,What brand makes this product?,365,0
91eRD2rq2PL,11/118cfab3.jpg,What quality description is on the package?,Great,1
71wdS7VJTxL,05/053179c4.jpg,What shape is the central stone?,Round,1
71wdS7VJTxL,05/053179c4.jpg,What is the necklace chain's color?,Silver,1
71wdS7VJTxL,05/053179c4.jpg,What is the pendant's setting made of?,Metal,5
